"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"TB-9781442547629","","Default","simple","University of Melbourne","Default Category","base","James Carlopio","2012","","","","Australia","2015-08-16 7:29","","","","","","5th","Paperback","","","0","/9/7/9781442547629.jpg","","9781442547629","","","","","","","","141.95","Use config","Use config","Developing Management Skills: A Comprehensive Guide for Leaders","","","Block after Info Column","","130.59","Pearson Education Australia (Tertiary)","2016-7-10 0:00","78.07","0","","","/9/7/9781442547629.jpg","","","","","1","2","/9/7/9781442547629.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MGMT90140 - Management Competencies","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780324235999","","Default","simple","University of Melbourne","Default Category","base","Daft & Marcic","2012","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Paperback","","","0","/9/7/9780324235999.jpg","","9780324235999","","","","","","","","","Use config","Use config","Building Management Skills : An Action-First Approach","","","Block after Info Column","","97.95","South West College","2016-7-10 0:00","","0","","","/9/7/9780324235999.jpg","","","","","1","2","/9/7/9780324235999.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MGMT90140 - Management Competencies","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780073402406","","Default","simple","University of Melbourne","Default Category","base","Joanne M. Willey","2013","","","","Australia","2015-08-16 7:29","","","","","","9 Rev ed","Hardback","","","0","/9/7/9780073402406.jpg","","9780073402406","","","","","","","","172.95","Use config","Use config","Prescott's Microbiology","","","Block after Info Column","","139.90","McGraw Hill Higher Education","2016-7-10 0:00","77.83","0","","","/9/7/9780073402406.jpg","","","","","1","2","/9/7/9780073402406.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MIIM20001 - Principles of Microbiology & Immunology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781486042210","","Default","simple","University of Melbourne","Default Category","base","Solomon","2013","","","","Australia","2015-08-16 7:29","","","","","","3rd","Shrinkwrap","","","0","/9/7/9781486042210.jpg","","9781486042210","","","","","","","","150.97","Use config","Use config","Marketing Real People Real Choices + My MarketingLab with ebook Access Code 3E","","","Block after Info Column","","138.89","Pearson Education Australia","2016-7-10 0:00","","0","","","/9/7/9781486042210.jpg","","","","","1","2","/9/7/9781486042210.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG10001 - Principles of Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90004 (Marketing Management)","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781743076811","","Default","simple","University of Melbourne","Default Category","base","Pascale Quester","2013","","","","Australia","2015-08-16 7:29","","","","","","7th","Paperback","","","0","/9/7/9781743076811.jpg","","9781743076811","","","","","","","","159.95","Use config","Use config","Consumer Behaviour: Implications for Marketing Strategy","","","Block after Info Column","","120.00","McGraw-Hill Australia","2016-7-10 0:00","45.00","0","","","/9/7/9781743076811.jpg","","","","","1","2","/9/7/9781743076811.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG20001 - Consumer Behaviour","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90008 - Consumer Behaviour","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781118337769","","Default","simple","University of Melbourne","Default Category","base","Coakes","2012","","","","Australia","2015-08-16 7:29","","","","","","20th edition","Paperback","","","0","/9/7/9781118337769.jpg","","9781118337769","","","","","","","","83.95","Use config","Use config","Analysis without Anguish with SPSS V20","","","Block after Info Column","","75.56","John Wiley & Sons Inc","2016-7-10 0:00","44.52","0","","","/9/7/9781118337769.jpg","","","","","1","2","/9/7/9781118337769.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG20004 - Market and Business Research","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781743078761","","Default","simple","University of Melbourne","Default Category","base","HAIR","2014","","","","Australia","2015-08-16 7:29","","","","","","4 Rev ed","Paperback","","","0","/9/7/9781743078761.jpg","","9781743078761","","","","","","","","152.95","Use config","Use config","Marketing Research","","","Block after Info Column","","130.01","McGraw-Hill Australia","2016-7-10 0:00","79.90","0","","","/9/7/9781743078761.jpg","","","","","1","2","/9/7/9781743078761.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG20004 - Market and Business Research","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780170185325","","Default","simple","University of Melbourne","Default Category","base","Peter Reed","2010","","","","Australia","2015-08-16 7:29","","","","","","3rd edition","Mixed media product","","","0","/9/7/9780170185325.jpg","","9780170185325","","","","","","","","122.95","Use config","Use config","Strategic Marketing: Decision Making and Planning","","","Block after Info Column","","103.28","Thomas Nelson Australia","2016-7-10 0:00","","0","","","/9/7/9780170185325.jpg","","","","","1","2","/9/7/9780170185325.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG20008 - Strategic Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90005 - Marketing Strategy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781118362518","","Default","simple","University of Melbourne","Default Category","base","Kotabe","2013","","","","Australia","2015-08-16 7:29","","","","","","4th edition","Paperback","","","0","/9/7/9781118362518.jpg","","9781118362518","","","","","","","","139.95","Use config","Use config","International Marketing Fourth Asia Pacific Edition","","","Block after Info Column","","105.00","John Wiley & Sons Australia Ltd","2016-7-10 0:00","25.00","0","","","/9/7/9781118362518.jpg","","","","","1","2","/9/7/9781118362518.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG20009 - Global Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780170135207","","Default","simple","University of Melbourne","Default Category","base","K. Douglas Hoffman","2010","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Paperback","","","0","/9/7/9780170135207.jpg","","9780170135207","","","","","","","","139.95","Use config","Use config","""""""Services Marketing: Concepts, Strategies and Cases""""""","","","Block after Info Column","","117.56","Cengage Learning Australia","2016-7-10 0:00","","0","","","/9/7/9780170135207.jpg","","","","","1","2","/9/7/9780170135207.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG30003 - Service & Relationship Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780132551793","","Default","simple","University of Melbourne","Default Category","base","Michael R. Solomon","2012","","","","Australia","2015-08-16 7:29","","","","","","United States ed","Paperback","","","0","/9/7/9780132551793.jpg","","9780132551793","","","","","","","","121.95","Use config","Use config","Social Media Marketing","","","Block after Info Column","","112.19","Prentice Hall","2016-7-10 0:00","67.07","0","","","/9/7/9780132551793.jpg","","","","","1","2","/9/7/9780132551793.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG30009 - Internet Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90017 - Internet Marketing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070997981","","Default","simple","University of Melbourne","Default Category","base","George E. Belch","2011","","","","Australia","2015-08-16 7:29","","","","","","2nd","Paperback","","","0","/9/7/9780070997981.jpg","","9780070997981","","","","","","","","149.95","Use config","Use config","Advertising: An Integrated Marketing Communication Perspective","","","Block after Info Column","","","McGraw-Hill Australia","2016-7-10 0:00","25.00","0","","","/9/7/9780070997981.jpg","","","","","1","2","/9/7/9780070997981.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG30010 - Advertising & Promotions","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781743078655","","Default","simple","University of Melbourne","Default Category","base","George Belch","2014","","","","Australia","2015-08-16 7:29","","","","","","3rd","Paperback","","","0","/9/7/9781743078655.jpg","","9781743078655","","","","","","","","154.95","Use config","Use config","Advertising: An Integrated Marketing Communication Perspective","","","Block after Info Column","","131.50","McGraw-Hill Australia","2016-7-10 0:00","77.50","0","","","/9/7/9781743078655.jpg","","","","","1","2","/9/7/9781743078655.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG30010 - Advertising & Promotions","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780470800966","","Default","simple","University of Melbourne","Default Category","base","Gregory Whitwell","2003","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Hardback","","","0","/9/7/9780470800966.jpg","","9780470800966","","","","","","","","154.95","Use config","Use config","""""""Marketing Management: A Strategic, Value-based Approach""""""","","","Block after Info Column","","139.46","John Wiley & Sons Inc","2016-7-10 0:00","","0","","","/9/7/9780470800966.jpg","","","","","1","2","/9/7/9780470800966.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90004 (Marketing Management)","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780273753360","","Default","simple","University of Melbourne","Default Category","base","Philip Kotler","2011","","","","Australia","2015-08-16 7:29","","","","","","14th","Paperback","","","0","/9/7/9780273753360.jpg","","9780273753360","","","","","","","","154.95","Use config","Use config","Marketing Management","","","Block after Info Column","","142.55","Pearson Education Limited","2016-7-10 0:00","30.00","0","","","/9/7/9780273753360.jpg","","","","","1","2","/9/7/9780273753360.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90004 (Marketing Management)","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070287099","","Default","simple","University of Melbourne","Default Category","base","Pascale Quester","2010","","","","Australia","2015-08-16 7:29","","","","","","6th edition","Paperback","","","0","/9/7/9780070287099.jpg","","9780070287099","","","","","","","","139.95","Use config","Use config","Consumer Behaviour: Implications for Marketing Strategy","","","Block after Info Column","","118.96","McGraw Hill Medical","2016-7-10 0:00","","0","","","/9/7/9780070287099.jpg","","","","","1","2","/9/7/9780070287099.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90008 - Consumer Behaviour","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780199646449","","Default","simple","University of Melbourne","Default Category","base","""Isabelle Szmigin, Maria Piacentini""","2014","","","","Australia","2015-08-16 7:29","","","","","","","Paperback","","","0","/9/7/9780199646449.jpg","","9780199646449","","","","","","","","87.95","Use config","Use config","Consumer Behaviour","","","Block after Info Column","","74.76","Oxford Uni Press","2016-7-10 0:00","","0","","","/9/7/9780199646449.jpg","","","","","1","2","/9/7/9780199646449.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90008 - Consumer Behaviour","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781111580216","","Default","simple","University of Melbourne","Default Category","base","J Craig Andrews","2013","","","","Australia","2015-08-16 7:29","","","","","","9","Hardback","","","0","/9/7/9781111580216.jpg","","9781111580216","","","","","","","","159.95","Use config","Use config","Advertising Promotion and Other Aspects of Integrated Marketing Communications","","","Block after Info Column","","127.00","Cengage Learning Custom Publishing","2016-7-10 0:00","","0","","","/9/7/9781111580216.jpg","","","","","1","2","/9/7/9781111580216.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MKTG90009 - Advertising","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780495189756","","Default","simple","University of Melbourne","Default Category","base","Edward Aldwell","2010","","","","Australia","2015-08-16 7:29","","","","","","4th edition","Hardback","","","0","/9/7/9780495189756.jpg","","9780495189756","","","","","","","","152.95","Use config","Use config","Harmony & Voice Leading","","","Block after Info Column","","128.48","Brooks/Cole","2016-7-10 0:00","","0","","","/9/7/9780495189756.jpg","","","","","1","2","/9/7/9780495189756.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MUSI10023 - Music Language 1 the Diatonic World","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781118349298","","Default","simple","University of Melbourne","Default Category","base","Forney","2012","","","","Australia","2015-08-16 7:29","","","","","","","Multiple copy pack","","","0","/9/7/9781118349298.jpg","","9781118349298","","","","","","","","186.95","Use config","Use config","Enjoyment of Music 11E Shorter Edition + Student DVD + Norton Recordings (Shorter) 11E 4 CDs","","","Block after Info Column","","168.26","John Wiley & Sons Australia Ltd","2016-7-10 0:00","99.52","0","","","/9/7/9781118349298.jpg","","","","","1","2","/9/7/9781118349298.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MUSI10037 - Discovering Music","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780393931273","","Default","simple","University of Melbourne","Default Category","base","J. Peter Burkholder","2009","","","","Australia","2015-08-16 7:29","","","","","","6 Rev ed","Paperback","","","0","/9/7/9780393931273.jpg","","9780393931273","","","","","","","","","Use config","Use config","The Norton Anthology of Western Music: v. 2","","","Block after Info Column","","","WW Norton & Co","2016-7-10 0:00","","0","","","/9/7/9780393931273.jpg","","","","","1","2","/9/7/9780393931273.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/MUSI10208 - 19th Century Music and Ideas","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780170134835","","Default","simple","University of Melbourne","Default Category","base","Richard L. Daft","2008","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Paperback","","","0","/9/7/9780170134835.jpg","","9780170134835","","","","","","","","139.95","Use config","Use config","The Leadership Experience","","","Block after Info Column","","117.56","Cengage Learning Australia","2016-7-10 0:00","","0","","","/9/7/9780170134835.jpg","","","","","1","2","/9/7/9780170134835.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NRMT90017 - Leadership","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780781776196","","Default","simple","University of Melbourne","Default Category","base","Stedman's","2008","","","","Australia","2015-08-16 7:29","","","","","","6th revised Australia/New Zealand & illustrated ed","Hardback","","","0","/9/7/9780781776196.jpg","","9780781776196","","","","","","","","59.95","Use config","Use config","Stedman's Medical Dictionary for the Health Professions and Nursing","","","Block after Info Column","","52.16","Lippincott Williams and Wilkins","2016-7-10 0:00","","0","","","/9/7/9780781776196.jpg","","","","","1","2","/9/7/9780781776196.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS50003 - Nursing Science 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90066 - Foundations of Nursing","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780323298834","","Default","simple","University of Melbourne","Default Category","base","""Patton, Kevin""","2015","","","","Australia","2015-08-16 7:29","","","","","","9th edition","Paperback","","","0","/9/7/9780323298834.jpg","","9780323298834","","","","","","","","195.00","Use config","Use config","Anatomy & Physiology and Anatomy + Physiology Online Package 9E","","","Block after Info Column","","173.55","Elsevier","2016-7-10 0:00","","0","","","/9/7/9780323298834.jpg","","","","","1","2","/9/7/9780323298834.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS50003 - Nursing Science 1","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780729538602","","Default","simple","University of Melbourne","Default Category","base","Kim Usher","2008","","","","Australia","2015-08-16 7:29","","","","","","1st edition","Paperback","","","0","/9/7/9780729538602.jpg","","9780729538602","","","","","","","","69.95","Use config","Use config","Psychopharmacology for Health Professionals","","","Block after Info Column","","62.26","Mosby","2016-7-10 0:00","","0","","","/9/7/9780729538602.jpg","","","","","1","2","/9/7/9780729538602.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90012 - PSYCHOPHARMACOLOGY","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780781795760","","Default","simple","University of Melbourne","Default Category","base","""Janet R. Weber, RN, MSN, EdD""","2009","","","","Australia","2015-08-16 7:29","","","","","","7th edition","Spiral bound","","","0","/9/7/9780781795760.jpg","","9780781795760","","","","","","","","148.00","Use config","Use config","Nurses' Handbook of Health Assessment","","","Block after Info Column","","128.76","Lippincott Williams and Wilkins","2016-7-10 0:00","","0","","","/9/7/9780781795760.jpg","","","","","1","2","/9/7/9780781795760.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781442561182","","Default","simple","University of Melbourne","Default Category","base","Kerry Reid-Searl","2013","","","","Australia","2015-08-16 7:29","","","","","","3rd","Paperback","","","0","/9/7/9781442561182.jpg","","9781442561182","","","","","","","","20.95","Use config","Use config","Nursing Student's Clinical Survival Guide","","","Block after Info Column","","19.27","Pearson Education Australia","2016-7-10 0:00","","0","","","/9/7/9781442561182.jpg","","","","","1","2","/9/7/9781442561182.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780340987339","","Default","simple","University of Melbourne","Default Category","base","Robert Lapham","2009","","","","Australia","2015-08-16 7:29","","","","","","3 Rev ed","Paperback","","","0","/9/7/9780340987339.jpg","","9780340987339","","","","","","","","28.99","Use config","Use config","Drug Calculations for Nurses: A Step-by-Step Approach","","","Block after Info Column","","24.35","Hodder Arnold","2016-7-10 0:00","","0","","","/9/7/9780340987339.jpg","","","","","1","2","/9/7/9780340987339.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/NURS90053 - Clients with Complex Health States","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780170216364","","Default","simple","University of Melbourne","Default Category","base","Joanne Tollefson","2012","","","","Australia","2015-08-16 7:29","","","","","","5th","Spiral bound","","","0","/9/7/9780170216364.jpg","","9780170216364","","","","","","","","82.95","Use config","Use config","Clinical Psychomotor Skills: Assessment Skills for Nurses","","","Block after Info Column","","60.00","Cengage Learning Australia","2016-7-10 0:00","","0","","","/9/7/9780170216364.jpg","","","","","1","2","/9/7/9780170216364.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
